points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment,player.id,player.firstname,player.lastname,team.id,team.name,team.nickname,team.code,team.logo,game.id
9,C,18,3,5,60.0,0,0,0,3,5,60.0,0,4,4,2,4,0,3,0,+12,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,12971
21,C,27,8,11,72.7,3,4,75.0,2,5,40.0,0,5,5,1,3,2,2,2,+13,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,12991
5,C,19,2,6,33.3,0,0,0,1,4,25.0,0,2,2,0,5,0,0,0,-5,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,12999
8,C,25,3,8,37.5,0,0,0,2,5,40.0,0,6,6,2,2,0,1,2,+3,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13019
16,C,25,6,11,54.5,1,2,50.0,3,6,50.0,1,6,7,2,1,0,0,1,+21,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13033
15,C,27,7,12,58.3,0,2,0,1,4,25.0,4,5,9,0,2,0,0,0,-1,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13049
13,C,21,5,8,62.5,1,2,50.0,2,4,50.0,2,8,10,2,3,0,3,0,+1,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13061
19,C,37,7,15,46.7,2,2,100.0,3,7,42.9,3,7,10,3,4,0,1,3,+2,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13065
14,C,21,5,10,50.0,2,5,40.0,2,6,33.3,1,2,3,1,2,2,0,0,-4,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13086
8,C,14,3,5,60.0,0,0,0,2,3,66.7,0,1,1,1,2,2,1,0,+6,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13101
9,C,23,3,9,33.3,2,4,50.0,1,4,25.0,0,4,4,1,0,3,1,0,+3,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13117
20,C,24,8,13,61.5,0,0,0,4,5,80.0,0,3,3,1,2,2,0,1,+16,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13130
18,C,26,7,13,53.8,0,0,0,4,8,50.0,0,3,3,0,3,0,4,4,+17,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13147
5,C,15,2,5,40.0,0,0,0,1,4,25.0,0,0,0,0,3,1,1,0,+6,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13158
5,C,21,2,9,22.2,0,0,0,1,3,33.3,0,3,3,2,1,1,0,1,+2,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13168
5,C,23,2,7,28.6,0,0,0,1,3,33.3,1,3,4,2,3,0,1,1,+8,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13177
13,C,22,5,12,41.7,1,2,50.0,2,5,40.0,0,2,2,0,2,0,1,3,+5,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13197
9,C,21,3,10,30.0,0,0,0,3,5,60.0,0,5,5,2,0,0,2,0,-7,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13212
12,C,26,4,10,40.0,1,4,25.0,3,5,60.0,1,7,8,2,3,1,0,1,+23,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13228
9,C,22,4,5,80.0,0,0,0,1,2,50.0,0,5,5,1,1,0,2,0,+4,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13242
13,C,22,5,11,45.5,2,3,66.7,1,4,25.0,0,6,6,0,2,1,1,2,+4,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13257
10,C,20,4,11,36.4,0,0,0,2,6,33.3,0,4,4,2,1,0,0,1,+3,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13271
17,C,24,6,11,54.5,3,3,100.0,2,4,50.0,1,3,4,0,1,1,1,1,+6,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13286
11,C,27,5,9,55.6,0,0,0,1,2,50.0,0,7,7,1,3,0,2,0,+17,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13318
10,C,25,4,8,50.0,1,2,50.0,1,3,33.3,0,3,3,1,2,1,0,2,+18,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13323
10,C,22,4,8,50.0,0,0,0,2,2,100.0,1,2,3,0,4,0,0,0,+16,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13339
8,C,23,2,10,20.0,3,4,75.0,1,6,16.7,1,3,4,1,2,1,1,0,-13,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13356
6,C,27,2,9,22.2,2,4,50.0,0,5,0,4,5,9,1,4,0,3,3,+8,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13363
22,C,33,8,10,80.0,5,5,100.0,1,2,50.0,2,4,6,1,2,2,2,1,+8,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13386
19,C,26,6,11,54.5,3,3,100.0,4,6,66.7,1,5,6,2,5,0,0,2,+18,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13393
18,C,36,8,18,44.4,1,1,100.0,1,6,16.7,2,5,7,3,0,1,1,0,+2,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13410
3,C,21,0,7,0,3,4,75.0,0,3,0,3,8,11,2,1,0,2,1,-18,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13421
12,C,23,4,5,80.0,0,2,0,4,4,100.0,0,5,5,0,0,0,1,1,+16,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13429
13,C,26,6,15,40.0,0,0,0,1,4,25.0,2,6,8,2,2,1,2,1,-12,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13451
34,C,32,10,18,55.6,7,8,87.5,7,11,63.6,0,5,5,2,4,1,1,2,-9,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13459
25,C,42,9,17,52.9,2,3,66.7,5,10,50.0,0,5,5,3,4,0,3,4,-10,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13480
6,C,22,3,7,42.9,0,0,0,0,3,0,1,4,5,3,3,1,0,1,+15,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13492
22,C,35,7,18,38.9,4,5,80.0,4,11,36.4,0,12,12,5,1,2,0,2,+17,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13522
17,C,17,7,12,58.3,1,2,50.0,2,4,50.0,2,2,4,0,1,0,1,1,+3,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13535
18,C,26,7,15,46.7,1,1,100.0,3,8,37.5,0,3,3,3,3,1,1,0,+10,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13562
20,C,29,7,11,63.6,0,0,0,6,8,75.0,2,10,12,0,3,1,6,2,-6,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13579
21,C,31,9,18,50.0,2,2,100.0,1,8,12.5,1,9,10,4,2,0,0,0,+9,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13604
7,C,33,2,12,16.7,3,4,75.0,0,5,0,0,6,6,2,3,2,1,0,+14,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13619
14,C,31,5,14,35.7,1,1,100.0,3,9,33.3,0,3,3,4,2,1,3,2,-4,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13632
25,C,34,10,17,58.8,2,2,100.0,3,5,60.0,1,5,6,2,1,2,3,1,+5,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13646
23,C,26,8,15,53.3,1,2,50.0,6,10,60.0,1,6,7,1,0,1,2,2,+12,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13656
8,C,32,3,13,23.1,1,2,50.0,1,5,20.0,1,10,11,2,3,2,5,2,-19,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13673
31,C,35,12,16,75.0,1,3,33.3,6,8,75.0,1,10,11,1,5,2,1,1,+11,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13691
3,C,8,1,5,20.0,0,0,0,1,2,50.0,0,2,2,0,1,1,0,1,-15,,2146,Naz,Reid,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,13700
